date,m1,m1_odds,m1_win,m2,m2_odds,m2_win,combined_odds,both_win,pnl,bankroll
2024-03-10 00:00:00,Real Madrid vs Celta,1.3,True,Leverkusen vs Wolfsburg,1.33,True,1.729,True,72.9,1567.43
2024-03-17 00:00:00,Leeds vs Millwall,1.36,True,Roma vs Sassuolo,1.36,True,1.85,True,84.96,1652.39
2024-03-30 00:00:00,Bayern Munich vs Dortmund,1.4,False,Leverkusen vs Hoffenheim,1.2,True,1.68,False,-100.0,1552.39
2024-03-31 00:00:00,Liverpool vs Brighton,1.36,True,Stuttgart vs Heidenheim,1.25,False,1.7,False,-100.0,1452.39
2024-04-01 00:00:00,Inter vs Empoli,1.22,True,Leeds vs Hull,1.4,True,1.708,True,70.8,1523.19
2024-04-03 00:00:00,Arsenal vs Luton,1.1,True,Man City vs Aston Villa,1.3,True,1.43,True,43.0,1566.19
2024-04-06 00:00:00,Paris SG vs Clermont,1.18,False,Milan vs Lecce,1.36,True,1.605,False,-100.0,1466.19
2024-04-13 00:00:00,Man City vs Luton,1.1,True,Bayern Munich vs FC Koln,1.22,True,1.342,True,34.2,1500.39
2024-04-14 00:00:00,Inter vs Cagliari,1.18,False,Liverpool vs Crystal Palace,1.22,False,1.44,False,-100.0,1400.39
2024-04-20 00:00:00,Girona vs Cadiz,1.4,True,Lens vs Clermont,1.36,True,1.904,True,90.4,1490.79
2024-04-27 00:00:00,Bayern Munich vs Ein Frankfurt,1.4,True,Newcastle vs Sheffield United,1.22,True,1.708,True,70.8,1561.59
2024-05-04 00:00:00,Man City vs Wolves,1.08,True,Real Madrid vs Cadiz,1.33,True,1.436,True,43.64,1605.23
2024-05-11 00:00:00,Tottenham vs Burnley,1.36,True,Milan vs Cagliari,1.4,True,1.904,True,90.4,1695.63
2024-05-12 00:00:00,Juventus vs Salernitana,1.14,False,Bayern Munich vs Wolfsburg,1.33,True,1.516,False,-100.0,1595.63
2024-05-18 00:00:00,Stuttgart vs M'gladbach,1.29,True,Dortmund vs Darmstadt,1.17,True,1.509,True,50.93,1646.56
2024-05-19 00:00:00,Man City vs West Ham,1.08,True,Arsenal vs Everton,1.18,True,1.274,True,27.44,1674.0
2024-05-25 00:00:00,Real Madrid vs Betis,1.33,False,Milan vs Salernitana,1.18,False,1.569,False,-100.0,1574.0
2024-08-17 00:00:00,Arsenal vs Wolves,1.18,True,Newcastle vs Southampton,1.36,True,1.605,True,60.48,1634.48
2024-08-24 00:00:00,Man City vs Ipswich,1.08,True,Inter vs Lecce,1.2,True,1.296,True,29.6,1664.08
2024-08-25 00:00:00,Real Madrid vs Valladolid,1.18,True,Liverpool vs Brentford,1.27,True,1.499,True,49.86,1713.94
2024-08-31 00:00:00,Arsenal vs Brighton,1.33,False,Barcelona vs Valladolid,1.25,True,1.662,False,-100.0,1613.94
2024-09-01 00:00:00,Bayern Munich vs Freiburg,1.2,True,Real Madrid vs Betis,1.29,True,1.548,True,54.8,1668.74
2024-09-14 00:00:00,Liverpool vs Nott'm Forest,1.22,False,Man City vs Brentford,1.18,True,1.44,False,-100.0,1568.74
2024-09-21 00:00:00,Real Madrid vs Espanol,1.17,True,Liverpool vs Bournemouth,1.3,True,1.521,True,52.1,1620.84
2024-09-22 00:00:00,Leverkusen vs Wolfsburg,1.3,True,Monaco vs Le Havre,1.36,True,1.768,True,76.8,1697.64
2024-09-27 00:00:00,Dortmund vs Bochum,1.25,True,Milan vs Lecce,1.33,True,1.662,True,66.25,1763.89
2024-09-28 00:00:00,Arsenal vs Leicester,1.17,True,RB Leipzig vs Augsburg,1.4,True,1.638,True,63.8,1827.69
2024-09-29 00:00:00,Roma vs Venezia,1.4,True,Napoli vs Monza,1.36,True,1.904,True,90.4,1918.09
2024-10-05 00:00:00,Arsenal vs Southampton,1.14,True,Leverkusen vs Holstein Kiel,1.09,False,1.243,False,-100.0,1818.09
2024-10-06 00:00:00,Stuttgart vs Hoffenheim,1.3,False,Juventus vs Cagliari,1.38,False,1.794,False,-100.0,1718.09
2024-10-19 00:00:00,Bayern Munich vs Stuttgart,1.36,True,Paris SG vs Strasbourg,1.27,True,1.727,True,72.72,1790.81
2024-10-20 00:00:00,Barcelona vs Sevilla,1.3,True,Ath Madrid vs Leganes,1.33,True,1.729,True,72.9,1863.71
2024-10-26 00:00:00,Man City vs Southampton,1.11,True,Stuttgart vs Holstein Kiel,1.22,True,1.354,True,35.42,1899.13
2024-10-30 00:00:00,Atalanta vs Monza,1.3,True,Juventus vs Parma,1.4,False,1.82,False,-100.0,1799.13
2024-11-02 00:00:00,Bayern Munich vs Union Berlin,1.18,True,Liverpool vs Brighton,1.4,True,1.652,True,65.2,1864.33
2024-11-03 00:00:00,Barcelona vs Espanol,1.13,True,Inter vs Venezia,1.17,True,1.322,True,32.21,1896.54
2024-11-09 00:00:00,Real Madrid vs Osasuna,1.2,True,Leeds vs QPR,1.25,True,1.5,True,50.0,1946.54
2024-11-10 00:00:00,Atalanta vs Udinese,1.38,True,Tottenham vs Ipswich,1.25,False,1.725,False,-100.0,1846.54
2024-11-22 00:00:00,Bayern Munich vs Augsburg,1.13,True,Paris SG vs Toulouse,1.36,True,1.537,True,53.68,1900.22
2024-11-23 00:00:00,Ath Madrid vs Alaves,1.36,True,Arsenal vs Nott'm Forest,1.38,True,1.877,True,87.68,1987.9
2024-11-30 00:00:00,Barcelona vs Las Palmas,1.17,False,Paris SG vs Nantes,1.22,False,1.427,False,-100.0,1887.9
