date,m1,m1_odds,m1_win,m2,m2_odds,m2_win,combined_odds,both_win,pnl,bankroll
2021-11-27 00:00:00,Liverpool vs Southampton,1.28,True,Bayern Munich vs Bielefeld,1.07,True,1.37,True,36.96,168.08
2021-12-04 00:00:00,Milan vs Salernitana,1.18,True,Ath Madrid vs Mallorca,1.3,False,1.534,False,-100.0,68.08
2021-12-05 00:00:00,Juventus vs Genoa,1.25,True,Monaco vs Metz,1.4,True,1.75,True,75.0,143.08
2021-12-11 00:00:00,Chelsea vs Leeds,1.25,True,Fiorentina vs Salernitana,1.3,True,1.625,True,62.5,205.58
2021-12-12 00:00:00,Napoli vs Empoli,1.33,False,Inter vs Cagliari,1.16,True,1.543,False,-100.0,105.58
2021-12-16 00:00:00,Liverpool vs Newcastle,1.12,True,Chelsea vs Everton,1.22,False,1.366,False,-100.0,5.58
2021-12-18 00:00:00,Barcelona vs Elche,1.3,True,RB Leipzig vs Bielefeld,1.2,False,1.56,False,-100.0,-94.42
2021-12-21 00:00:00,Juventus vs Cagliari,1.18,True,Villarreal vs Alaves,1.33,True,1.569,True,56.94,-37.48
2021-12-22 00:00:00,Lyon vs Metz,1.36,False,Inter vs Torino,1.3,True,1.768,False,-100.0,-137.48
2022-01-09 00:00:00,Inter vs Lazio,1.4,True,Verona vs Salernitana,1.36,False,1.904,False,-100.0,-237.48
2022-01-15 00:00:00,Fulham vs Bristol City,1.22,True,Juventus vs Udinese,1.4,True,1.708,True,70.8,-166.68
2022-01-16 00:00:00,Liverpool vs Brentford,1.3,True,Rennes vs Bordeaux,1.4,True,1.82,True,82.0,-84.68
2022-01-22 00:00:00,Inter vs Venezia,1.1,True,West Brom vs Peterboro,1.36,True,1.496,True,49.6,-35.08
2022-01-23 00:00:00,Napoli vs Salernitana,1.14,True,Paris SG vs Reims,1.22,True,1.391,True,39.08,4.0
2022-02-05 00:00:00,Bayern Munich vs RB Leipzig,1.4,True,Roma vs Genoa,1.36,False,1.904,False,-100.0,-96.0
2022-02-06 00:00:00,Real Madrid vs Granada,1.25,True,Atalanta vs Cagliari,1.25,False,1.562,False,-100.0,-196.0
2022-02-13 00:00:00,Monaco vs Lorient,1.4,False,Sociedad vs Granada,1.4,True,1.96,False,-100.0,-296.0
2022-02-19 00:00:00,Real Madrid vs Alaves,1.22,True,Man City vs Tottenham,1.28,False,1.562,False,-100.0,-396.0
2022-02-20 00:00:00,Bayern Munich vs Greuther Furth,1.07,True,Inter vs Sassuolo,1.28,False,1.37,False,-100.0,-496.0
2022-02-23 00:00:00,Liverpool vs Leeds,1.16,True,Fulham vs Peterboro,1.18,True,1.369,True,36.88,-459.12
2022-02-26 00:00:00,Leverkusen vs Bielefeld,1.36,True,Man United vs Watford,1.3,False,1.768,False,-100.0,-559.12
2022-03-05 00:00:00,Bayern Munich vs Leverkusen,1.4,False,Liverpool vs West Ham,1.28,True,1.792,False,-100.0,-659.12
2022-03-06 00:00:00,Juventus vs Spezia,1.22,True,Rennes vs Angers,1.4,True,1.708,True,70.8,-588.32
2022-03-13 00:00:00,Chelsea vs Newcastle,1.3,True,Dortmund vs Bielefeld,1.28,True,1.664,True,66.4,-521.92
2022-03-20 00:00:00,Juventus vs Salernitana,1.2,True,Rennes vs Metz,1.28,True,1.536,True,53.6,-468.32
2022-04-02 00:00:00,Chelsea vs Brentford,1.33,False,Ath Madrid vs Alaves,1.33,True,1.769,False,-100.0,-568.32
2022-04-03 00:00:00,Paris SG vs Lorient,1.18,True,Lyon vs Angers,1.4,True,1.652,True,65.2,-503.12
2022-04-09 00:00:00,Inter vs Verona,1.36,True,Bayern Munich vs Augsburg,1.11,True,1.51,True,50.96,-452.16
2022-04-10 00:00:00,Monaco vs Troyes,1.33,True,Roma vs Salernitana,1.28,True,1.702,True,70.24,-381.92
2022-04-16 00:00:00,Juventus vs Bologna,1.33,False,Fiorentina vs Venezia,1.36,True,1.809,False,-100.0,-481.92
2022-04-17 00:00:00,Paris SG vs Marseille,1.36,True,Ath Madrid vs Espanol,1.4,True,1.904,True,90.4,-391.52
2022-04-20 00:00:00,Ath Madrid vs Granada,1.3,False,Man City vs Brighton,1.16,True,1.508,False,-100.0,-491.52
2022-04-23 00:00:00,Bayern Munich vs Dortmund,1.36,True,Man City vs Watford,1.1,True,1.496,True,49.6,-441.92
2022-04-24 00:00:00,Liverpool vs Everton,1.18,True,Barcelona vs Vallecano,1.3,False,1.534,False,-100.0,-541.92
2022-04-30 00:00:00,Rennes vs St Etienne,1.33,True,Aston Villa vs Norwich,1.4,True,1.862,True,86.2,-455.72
2022-05-01 00:00:00,Barcelona vs Mallorca,1.3,True,Juventus vs Venezia,1.2,True,1.56,True,56.0,-399.72
2022-05-02 00:00:00,Leverkusen vs Ein Frankfurt,1.4,True,Atalanta vs Salernitana,1.25,False,1.75,False,-100.0,-499.72
2022-05-07 00:00:00,Liverpool vs Tottenham,1.4,False,Chelsea vs Wolves,1.33,False,1.862,False,-100.0,-599.72
2022-05-08 00:00:00,Bayern Munich vs Stuttgart,1.25,False,RB Leipzig vs Augsburg,1.25,True,1.562,False,-100.0,-699.72
2022-05-14 00:00:00,Monaco vs Brest,1.25,True,Roma vs Venezia,1.25,False,1.562,False,-100.0,-799.72
2022-05-21 00:00:00,Atalanta vs Empoli,1.22,False,Paris SG vs Metz,1.2,True,1.464,False,-100.0,-899.72
2022-05-22 00:00:00,Chelsea vs Watford,1.18,True,Arsenal vs Everton,1.36,True,1.605,True,60.48,-839.24
2022-08-13 00:00:00,Barcelona vs Vallecano,1.22,False,Man City vs Bournemouth,1.06,True,1.293,False,-100.0,-939.24
2022-08-14 00:00:00,Bayern Munich vs Wolfsburg,1.12,True,Fiorentina vs Cremonese,1.36,True,1.523,True,52.32,-886.92
